Month,Day,Hour,H,L,N,T,W,WD,WS,SpeedLimit,near_accident
1,25,4,72.04,0.14333333333333334,81.72,-7.69,0.0,0.0,0.0,70.0,0
1,25,5,82.96,0.18000000000000002,82.21,-8.296666666666667,0.0,42.0,3.0,70.0,0
1,25,6,84.62,17602.736666666668,83.51,-8.229999999999999,0.0,94.0,6.0,60.0,1
1,25,7,83.25,29780.420000000002,84.52,-7.1866666666666665,0.0,0.5,4.0,80.0,0
1,25,8,78.59,43235.136666666665,85.0,-6.406666666666666,0.0,81.0,1.5,80.0,1
1,25,9,76.19,51052.543333333335,89.58,-5.12,0.0,0.0,0.0,80.0,1
1,25,10,91.16,47834.86666666667,92.82,-2.1199999999999997,1626.0933333333332,2.0,29.5,60.0,1
1,25,11,97.61,59278.380000000005,89.86,-3.703333333333333,1711.6933333333334,67.0,34.5,60.0,1
1,25,12,73.27,88386.86333333333,90.03,-3.16,0.0,5.0,7.5,80.0,1
1,25,13,83.24,100558.52,90.08,-1.5066666666666668,0.0,45.0,2.0,80.0,1
1,25,14,87.0,90143.11666666665,89.04,1.7833333333333332,0.0,58.5,5.5,80.0,0
1,25,15,71.65,91625.31999999999,89.67,4.38,0.0,2.0,1.5,80.0,1
1,25,16,84.97,57017.24333333334,91.31,5.926666666666667,346.74666666666667,3.0,0.0,80.0,1
1,25,17,93.33,45072.60999999999,94.13,6.486666666666667,1052.5233333333333,3.0,6.0,80.0,0
1,25,18,86.43,23724.86333333333,92.07,7.903333333333333,1486.8933333333334,91.0,7.0,80.0,1
1,25,19,79.63,12392.590000000002,91.43,8.033333333333333,0.0,21.5,22.0,80.0,1
1,25,20,85.64,0.03333333333333333,90.06,5.510000000000001,0.0,2.5,54.5,70.0,0
1,25,21,86.03,0.02,88.2,4.136666666666667,0.0,79.5,14.0,60.0,1
1,25,22,75.27,0.15,86.94,1.0333333333333332,0.0,62.5,46.0,60.0,1
1,25,23,71.98,0.21333333333333335,84.54,-1.7633333333333334,0.0,2.5,0.5,60.0,1
1,26,0,77.84,0.18000000000000002,86.56,-3.47,0.0,85.5,6.5,50.0,0
1,26,1,84.49,0.16666666666666666,84.75,-5.796666666666667,0.0,41.0,0.0,50.0,1
1,26,2,72.42,0.18333333333333335,86.15,-7.8566666666666665,0.0,0.0,7.0,70.0,0
1,26,3,77.15,0.05000000000000001,85.78,-6.829999999999999,0.0,5.5,18.5,60.0,1
1,26,4,77.51,0.15333333333333335,89.62,-6.206666666666666,0.0,129.0,1.0,60.0,1
1,26,5,75.01,0.15333333333333332,92.04,-5.496666666666667,0.0,0.0,29.0,50.0,0
1,26,6,82.76,18071.29333333333,102.7,-0.6766666666666664,0.0,5.0,24.5,80.0,1
1,26,7,75.79,31127.263333333336,110.17,1.4433333333333334,0.0,3.0,50.0,80.0,0
1,26,8,86.0,42482.60999999999,109.39,1.5933333333333326,0.0,5.0,5.0,80.0,0
1,26,9,81.7,62327.1,107.25,1.7433333333333334,0.0,7.5,0.0,80.0,1
1,26,10,84.06,71765.21,106.23,1.6433333333333338,0.0,1.5,2.0,80.0,0
1,26,11,77.88,102141.87666666666,102.48,1.5599999999999994,0.0,0.0,27.5,80.0,1
1,26,12,72.55,109688.03666666667,101.22,3.1400000000000006,0.0,6.5,2.5,80.0,0
1,26,13,85.46,111372.29333333333,99.08,5.23,0.0,72.0,0.0,80.0,0
1,26,14,72.03,98869.99666666666,102.31,7.22,0.0,0.0,14.0,80.0,1
1,26,15,75.03,101683.47666666667,104.5,9.286666666666667,0.0,7.5,7.5,80.0,1
1,26,16,73.19,106003.52666666666,107.99,11.47,0.0,6.5,0.0,80.0,1
1,26,17,78.24,84913.11333333333,110.04,12.826666666666668,0.0,1.0,0.0,80.0,1
1,26,18,79.59,54131.60333333333,106.58,13.636666666666665,0.0,4.5,8.0,80.0,1
1,26,19,83.38,14237.449999999999,105.23,14.046666666666667,0.0,11.5,0.0,80.0,1
1,26,20,74.67,0.11333333333333333,102.46,12.44,0.0,61.0,0.0,50.0,1
1,26,21,77.52,0.04,97.23,8.64,0.0,55.0,5.0,60.0,0
1,26,22,95.24,0.08666666666666667,94.89,5.5566666666666675,1922.7766666666666,100.0,0.0,70.0,0
1,26,23,74.41,0.016666666666666666,89.17,3.1566666666666667,0.0,51.0,6.5,60.0,1
1,27,0,86.8,0.12666666666666668,88.11,2.223333333333333,0.0,82.5,0.0,60.0,0
1,27,1,75.09,0.16333333333333333,84.23,0.67,0.0,64.5,0.0,60.0,0
1,27,2,81.16,0.056666666666666664,83.49,0.4400000000000001,0.0,66.0,15.5,60.0,1
1,27,3,85.58,0.19000000000000003,86.39,-0.8033333333333332,0.0,95.0,4.5,60.0,1
1,27,4,71.46,0.10666666666666667,89.8,-1.6866666666666665,0.0,23.0,7.0,60.0,1
1,27,5,73.82,0.04,90.38,-3.173333333333334,0.0,0.0,37.5,60.0,1
1,27,6,84.35,16916.54333333333,104.97,0.24333333333333348,0.0,6.5,3.5,80.0,1
1,27,7,72.95,21950.28,110.17,1.7600000000000005,0.0,14.5,7.0,80.0,1
1,27,8,71.46,35785.683333333334,109.36,2.59,0.0,0.0,0.0,80.0,1
1,27,9,85.2,62846.46333333334,107.92,1.9833333333333332,0.0,59.5,35.0,80.0,1
1,27,10,72.99,94913.07,105.64,1.9800000000000004,0.0,133.5,54.0,80.0,1
1,27,11,73.83,105262.52666666667,102.76,3.653333333333333,0.0,2.5,20.5,80.0,0
1,27,12,78.09,98663.76666666666,100.62,5.460000000000001,0.0,6.0,46.5,60.0,1
1,27,13,74.05,110278.97333333333,101.4,8.096666666666666,0.0,106.0,17.0,80.0,1
1,27,14,72.98,78399.09999999999,102.83,11.040000000000001,0.0,0.0,10.5,80.0,1
1,27,15,75.83,110279.03333333333,105.43,13.660000000000002,0.0,0.0,14.0,80.0,1
1,27,16,82.27,81672.02666666667,109.06,15.866666666666667,0.0,95.0,47.0,80.0,0
1,27,17,85.62,77199.73,111.15,16.80333333333333,0.0,71.5,38.5,80.0,1
1,27,18,80.79,49741.369999999995,106.93,16.63,0.0,23.0,32.5,80.0,1
1,27,19,78.72,9208.1,103.66,14.58,0.0,71.5,43.0,80.0,1
1,27,20,83.68,0.06666666666666667,100.0,13.156666666666666,60.95666666666667,100.5,4.5,50.0,1
1,27,21,86.18,0.07333333333333335,96.76,11.283333333333333,0.0,2.0,1.5,60.0,1
1,27,22,87.66,0.14666666666666667,92.93,8.69,469.08666666666664,3.0,0.0,60.0,1
1,27,23,75.47,0.01,88.86,6.853333333333334,0.0,0.0,0.0,60.0,0
1,28,0,73.86,0.03,85.69,4.8133333333333335,0.0,20.5,22.5,70.0,0
1,28,1,71.9,0.09333333333333334,85.07,3.4233333333333333,0.0,12.5,35.5,60.0,0
1,28,2,86.77,0.14333333333333334,86.07,3.016666666666667,0.0,90.0,0.0,50.0,1
1,28,3,71.82,0.03,87.03,3.366666666666667,0.0,0.0,29.5,60.0,1
1,28,4,86.64,0.21666666666666667,89.01,1.75,0.0,49.0,0.0,60.0,1
1,28,5,92.79,0.05000000000000001,92.14,1.4466666666666663,1309.92,0.0,3.0,70.0,1
1,28,6,84.57,8398.703333333333,103.1,6.363333333333334,1175.6066666666668,6.0,0.0,60.0,1
1,28,7,93.84,11626.263333333334,110.03,9.333333333333334,1005.1133333333333,63.5,1.5,60.0,1
1,28,8,99.72,21627.013333333332,109.39,11.11,1302.3799999999999,2.5,0.0,80.0,0
1,28,9,75.01,38195.613333333335,107.73,12.836666666666666,0.0,68.0,0.0,80.0,1
1,28,10,75.19,94001.06,106.22,14.023333333333333,0.0,4.5,28.0,80.0,0
1,28,11,86.72,93400.78000000001,102.14,14.020000000000001,0.0,120.0,26.5,80.0,1
1,28,12,84.18,106395.09666666668,100.65,13.873333333333335,0.0,114.5,58.0,80.0,1
1,28,13,76.99,105852.66666666667,99.09,14.49,0.0,27.0,10.0,60.0,1
1,28,14,75.41,84117.27,103.29,14.82,0.0,62.5,0.0,60.0,0
1,28,15,72.17,97013.90000000001,105.89,15.033333333333333,0.0,79.0,0.0,80.0,0
1,28,16,83.9,102732.12333333334,109.38,16.483333333333334,0.0,4.5,45.0,60.0,0
1,28,17,85.58,93415.42666666668,110.51,17.650000000000002,0.0,0.0,0.0,60.0,1
1,28,18,82.47,40526.676666666666,106.58,16.373333333333335,0.0,5.0,0.0,80.0,1
1,28,19,72.0,11435.596666666666,105.59,15.163333333333334,0.0,4.5,41.0,80.0,1
1,28,20,81.36,0.15666666666666665,99.9,12.633333333333333,0.0,123.5,32.5,60.0,1
1,28,21,75.55,0.12666666666666668,97.14,9.636666666666667,0.0,139.0,48.5,50.0,1
1,28,22,78.06,0.08,94.13,6.973333333333334,0.0,0.0,5.0,60.0,1
1,28,23,78.32,0.12,90.29,5.083333333333333,0.0,18.5,0.0,70.0,0
1,29,0,92.22,0.13,87.85,2.0233333333333334,866.14,32.5,2.5,60.0,0
1,29,1,92.36,0.06333333333333334,84.5,2.25,2055.983333333333,0.0,6.0,60.0,1
1,29,2,82.8,0.01,84.54,1.5233333333333334,21.923333333333332,6.0,42.0,60.0,1
1,29,3,79.4,0.19666666666666666,84.71,1.5466666666666669,512.7366666666667,53.0,28.0,70.0,1
1,29,4,85.1,0.023333333333333334,87.32,2.276666666666667,1216.5666666666666,93.5,39.0,60.0,1
1,29,5,100.0,0.15,92.57,5.22,1989.22,7.0,32.5,60.0,0
1,29,6,95.5,7408.836666666666,104.32,9.563333333333333,2067.16,90.5,0.0,80.0,1
1,29,7,89.47,6143.133333333334,109.17,12.719999999999999,1376.29,0.0,19.0,80.0,1
1,29,8,83.56,5583.936666666667,107.52,13.03,382.7133333333333,3.5,0.0,80.0,1
1,29,9,100.0,7153.046666666666,105.94,14.410000000000002,1460.89,0.0,11.5,80.0,1
1,29,10,82.5,25937.01,104.71,12.44,186.01999999999998,0.0,9.5,60.0,0
1,29,11,88.03,49477.51333333333,103.84,11.44,1294.21,2.5,7.0,80.0,1
1,29,12,95.78,52955.176666666666,100.09,10.393333333333333,1165.4933333333333,3.5,23.0,80.0,1
1,29,13,100.0,22699.12,98.9,9.036666666666667,1901.0533333333333,0.0,6.5,80.0,1
1,29,14,90.84,0.06,100.36,8.450000000000001,1751.7300000000002,0.0,7.0,60.0,0
1,29,15,80.35,3023.906666666667,105.54,6.739999999999999,215.89666666666668,0.0,12.0,80.0,1
1,29,16,91.91,0.17333333333333334,107.11,6.463333333333334,1574.14,21.0,0.0,60.0,1
1,29,17,98.62,12314.746666666666,108.77,5.523333333333333,1318.2966666666666,95.0,20.0,60.0,1
1,29,18,92.84,0.05000000000000001,106.01,3.563333333333334,1990.2466666666667,23.0,0.0,60.0,0
1,29,19,79.48,2869.0266666666666,103.72,1.8,118.31666666666666,93.5,0.5,80.0,1
1,29,20,97.98,0.11,101.71,1.8500000000000005,2239.0766666666664,4.5,23.5,60.0,1
1,29,21,88.36,0.07666666666666667,95.28,1.466666666666667,388.0233333333333,70.5,4.0,60.0,1
1,29,22,97.29,0.02666666666666667,92.06,0.6266666666666669,1133.75,41.0,0.0,60.0,0
1,29,23,98.2,0.01,88.81,-0.9033333333333333,1585.5333333333335,105.5,6.5,50.0,1
1,30,0,75.6,0.02666666666666667,85.85,-2.78,0.0,0.0,0.0,70.0,0
1,30,1,77.36,0.19000000000000003,83.52,-4.123333333333334,0.0,0.0,26.5,60.0,1
1,30,2,84.62,0.05333333333333334,85.49,-2.97,0.0,55.5,3.5,60.0,1
1,30,3,81.76,0.10333333333333333,86.37,-2.36,0.0,48.0,0.0,70.0,0
1,30,4,89.2,0.03,88.36,-2.1300000000000003,1317.0833333333333,1.5,19.0,60.0,1
1,30,5,74.89,0.15666666666666665,91.15,-0.9633333333333333,0.0,0.0,54.0,70.0,1
1,30,6,76.13,18340.933333333334,96.91,0.8699999999999998,0.0,18.0,4.0,80.0,1
1,30,7,79.64,24886.75,107.16,2.3266666666666667,0.0,3.0,3.0,60.0,1
1,30,8,75.94,25040.170000000002,107.02,3.4599999999999995,0.0,0.0,6.5,80.0,0
1,30,9,75.39,51290.49333333334,104.95,3.0199999999999996,0.0,7.5,37.0,80.0,0
1,30,10,79.55,89251.43333333333,102.45,1.8966666666666665,0.0,0.5,7.0,80.0,1
1,30,11,79.47,109313.88666666667,103.78,2.8366666666666664,0.0,102.5,13.0,80.0,0
1,30,12,71.18,95221.39,105.07,4.873333333333334,0.0,0.0,0.0,80.0,1
1,30,13,80.39,85288.52,107.51,7.16,0.0,0.0,0.0,80.0,1
1,30,14,82.12,107712.34333333334,105.76,6.706666666666667,0.0,2.0,4.5,80.0,1
1,30,15,71.7,91708.48,105.05,7.27,0.0,33.0,0.0,80.0,1
1,30,16,71.24,110459.83,100.84,7.553333333333332,0.0,5.5,19.0,80.0,1
1,30,17,80.59,87739.74666666666,101.2,8.709999999999999,0.0,97.5,0.0,80.0,1
1,30,18,84.52,46043.619999999995,98.89,8.686666666666667,0.0,0.0,0.5,80.0,1
1,30,19,80.15,13759.31,97.78,9.836666666666668,0.0,31.5,7.0,80.0,0
1,30,20,75.39,0.13333333333333333,97.64,8.423333333333334,0.0,3.0,35.0,70.0,1
1,30,21,83.48,0.14666666666666667,95.63,6.166666666666667,0.0,0.0,5.0,70.0,1
1,30,22,73.18,0.04,92.12,3.1333333333333333,0.0,5.5,5.0,60.0,1
1,30,23,76.43,0.17666666666666667,87.84,0.8533333333333332,0.0,76.5,2.0,60.0,0
1,31,0,82.82,0.06666666666666667,86.39,-1.7,0.0,0.0,41.5,70.0,0
1,31,1,91.01,0.07333333333333335,82.68,-4.303333333333334,974.3533333333334,3.0,4.5,70.0,0
1,31,2,81.47,0.07333333333333335,82.87,-5.726666666666667,0.0,0.0,4.0,60.0,1
1,31,3,85.89,0.06,82.75,-6.483333333333333,0.0,0.0,0.0,60.0,1
1,31,4,77.08,0.06,87.78,-6.826666666666667,0.0,1.0,0.5,60.0,0
1,31,5,77.45,0.16333333333333333,88.14,-6.13,0.0,7.0,5.0,70.0,1
1,31,6,74.49,15742.44,89.22,-4.866666666666667,0.0,3.0,37.0,80.0,1
1,31,7,80.79,29705.406666666666,93.05,-3.8833333333333333,0.0,97.0,0.0,80.0,1
1,31,8,79.16,40156.21,95.56,-2.41,0.0,5.5,4.5,60.0,0
1,31,9,86.86,52143.54,103.16,-0.2400000000000002,0.0,21.5,4.5,80.0,1
1,31,10,79.6,53283.62333333333,100.34,-0.04333333333333359,0.0,16.0,0.0,80.0,1
1,31,11,100.0,36980.21666666667,96.21,-0.8733333333333336,2065.1366666666668,0.0,0.0,60.0,1
1,31,12,84.6,65605.56,96.92,-2.2699999999999996,0.0,46.0,7.0,80.0,1
1,31,13,85.82,103703.98,94.01,-1.5066666666666666,0.0,0.0,0.0,80.0,0
1,31,14,84.09,78861.33,97.47,0.4166666666666667,0.0,0.0,0.0,80.0,0
1,31,15,88.55,47717.463333333326,95.91,0.6866666666666669,1597.3666666666668,3.5,16.0,60.0,1
1,31,16,100.0,44729.43333333333,97.33,0.6733333333333332,1989.1899999999998,65.0,0.0,60.0,1
1,31,17,73.71,20875.146666666667,98.87,0.6266666666666664,280.44666666666666,38.5,0.0,80.0,1
1,31,18,72.1,35652.69,101.8,0.47000000000000003,0.0,40.0,1.5,80.0,0
1,31,19,83.24,6810.506666666667,101.23,1.7633333333333339,1020.4166666666666,0.0,6.0,60.0,1
1,31,20,87.71,0.056666666666666664,99.1,2.4,1548.39,7.0,3.0,60.0,0
1,31,21,73.64,0.04,97.6,3.1733333333333333,0.0,7.5,3.0,60.0,1
1,31,22,95.21,0.11666666666666665,94.57,1.4333333333333336,1062.0166666666667,0.0,0.5,60.0,1
1,31,23,89.67,0.16333333333333333,87.38,1.0033333333333332,775.5600000000001,69.5,0.5,60.0,1
1,1,0,73.93,0.0,83.96,1.6502145553258276,17.10447174431388,33.5,1.0,70.0,0
1,1,1,82.03,1580.0890910522046,81.93,-1.075880108660189,0.0,5.0,46.5,60.0,1
1,1,2,73.19,0.0,81.98,-1.7668541411365488,36.569399357408386,95.0,0.0,70.0,1
1,1,3,85.24,1959.749124023182,83.9,-1.527267148918879,0.0,0.0,3.5,60.0,0
1,1,4,85.0,628.035819800542,84.83,-1.8251386747451406,13.57175464971856,61.5,35.0,50.0,1
1,1,5,81.18,275.59702182015025,84.83,-3.8378746536722987,0.0,97.5,67.5,50.0,1
1,1,6,86.48,1247.8705646500132,88.4,-2.8827492950991394,0.0,7.5,48.0,60.0,0
1,1,7,81.67,9377.679887315337,91.92,-2.5564327174897254,0.0,0.0,81.5,80.0,1
1,1,8,73.91,17974.946865441147,92.02,-3.4193902922300468,0.0,7.5,81.5,80.0,1
1,1,9,73.74,54878.030667806146,91.1,-3.648602016598552,0.0,135.0,107.0,60.0,1
1,1,10,71.9,88548.80269360486,91.9,-3.127304109842316,0.0,96.0,60.0,80.0,1
1,1,11,81.79,99664.18499137938,90.08,-1.225812137723152,0.0,40.5,87.0,80.0,1
1,1,12,73.78,107607.34549511509,88.7,0.6003976564917981,0.0,0.5,67.5,80.0,1
1,1,13,86.04,99945.55415404943,88.62,0.10186967516045997,55.85180253483013,15.5,101.5,80.0,1
1,1,14,75.59,76536.12814675047,90.74,3.8952746356885943,0.0,57.0,41.5,80.0,1
1,1,15,78.97,46447.6460289352,92.25,3.3987104296488173,0.0,105.0,70.5,80.0,0
1,1,16,71.43,47744.86325057784,92.25,4.909622462379336,0.0,63.0,17.0,60.0,1
1,1,17,74.22,22887.705592840484,94.1,5.731282064432879,44.5827005295585,90.0,0.0,80.0,1
1,1,18,84.84,0.0,93.04,5.00441062572109,1.9733605843148487,9.0,0.0,60.0,1
1,1,19,83.74,0.0,91.6,3.2616746419382268,1192.7679297739855,1.5,0.0,40.0,1
1,1,20,89.75,3009.43281668058,89.68,4.718761261950723,1477.9937104234957,7.5,0.0,60.0,1
1,1,21,82.38,1348.553519013907,87.74,4.138788498368745,249.23257352939922,4.5,3.5,70.0,0
1,1,22,84.08,0.0,87.1,4.586844798240369,1101.184202299654,0.0,0.0,60.0,1
1,1,23,93.76,0.0,82.82,5.158159596157218,1532.5927182596847,84.0,0.0,60.0,1
1,2,0,77.46,2642.5757641147666,84.73,4.52130408606603,0.0,34.0,0.0,60.0,0
1,2,1,84.95,0.0,84.26,5.555701228620811,0.0,0.0,25.5,50.0,1
1,2,2,83.41,0.0,84.54,2.304054966873372,24.751882014824545,51.0,59.0,70.0,0
1,2,3,83.0,652.166657184197,83.34,2.682823028288117,747.6421797024807,91.0,28.0,60.0,0
1,2,4,87.52,0.0,86.06,2.9315916570568192,818.6505237542981,0.0,0.0,50.0,1
1,2,5,86.87,0.0,89.29,5.280243703642285,335.55072539674006,0.0,4.5,60.0,0
1,2,6,72.31,0.0,96.77,8.038833742327862,27.730275588424007,0.0,0.0,50.0,1
1,2,7,71.67,6765.147232059813,105.25,10.082302714681324,0.0,90.5,0.0,80.0,1
1,2,8,79.87,15633.754705286989,105.05,8.616706829918456,17.364602201717826,0.0,5.5,80.0,1
1,2,9,71.74,52997.354337124256,104.4,7.678086630923079,35.22930321912563,5.0,3.5,80.0,1
1,2,10,85.19,65809.01781567853,101.07,7.29118266790093,0.0,34.5,23.0,80.0,0
1,2,11,74.99,103505.35476913118,101.75,7.830441310462242,99.71326595684101,73.5,4.0,80.0,1
1,2,12,83.55,111065.7679979229,104.94,9.54193633953355,0.0,5.0,3.5,80.0,1
1,2,13,84.93,99738.29039715102,105.94,12.920283386532496,0.0,0.0,0.0,80.0,0
1,2,14,82.56,104786.9903909992,104.51,15.061478080169987,0.0,44.0,0.0,80.0,0
1,2,15,75.76,56859.781497838456,104.39,14.57238702538935,16.193778549211288,6.0,0.5,80.0,1
1,2,16,73.27,57019.746682239114,100.21,15.321594641831505,10.581401879307316,0.0,0.0,80.0,1
1,2,17,74.91,24302.81546412509,99.89,12.510715521022423,0.0,0.0,6.5,80.0,1
1,2,18,75.05,0.0,96.5,10.809627057934877,0.0,0.0,6.5,60.0,1
1,2,19,79.89,973.7235921292565,96.34,10.399413087632743,0.0,0.0,0.0,60.0,1
1,2,20,85.93,0.0,98.14,9.519548637839016,9.00871737568663,0.0,2.5,50.0,0
1,2,21,76.0,264.50033634985596,93.29,7.065450520841543,0.0,0.0,15.5,60.0,0
1,2,22,83.91,4268.340619162034,92.48,3.0842995506298068,52.17699333591413,64.0,0.0,60.0,0
1,2,23,75.86,751.9118496681484,86.87,0.07190622645181174,26.967832775400087,18.0,6.5,70.0,0
1,3,0,86.09,0.0,87.89,-1.8076770894614915,0.0,43.0,31.5,50.0,0
1,3,1,73.94,0.0,83.09,-1.9374686137456396,43.37759178725275,120.0,4.5,60.0,1
1,3,2,84.36,179.47975051067826,83.54,-4.014869576191222,0.0,7.0,0.0,70.0,1
1,3,3,72.08,2354.160118758108,84.72,-5.663860887442528,0.0,27.5,1.5,70.0,1
1,3,4,77.14,1259.4533655885753,85.82,-5.632814151864456,0.0,5.0,3.5,70.0,1
1,3,5,88.09,294.7489856002676,87.92,-5.753125133819967,183.65875193027838,3.5,27.0,70.0,1
1,3,6,83.04,0.0,88.35,-4.623595654309299,868.16483063502,2.0,51.5,70.0,0
1,3,7,100.0,6282.377359986847,90.96,-2.425877327259059,1792.195839047778,92.5,0.0,60.0,1
1,3,8,79.61,7608.926279029898,94.66,-1.1085556333256754,66.08196616755444,0.0,3.0,80.0,0
1,3,9,78.41,33094.11812100919,100.68,1.518794351037668,8.740694406228796,0.0,23.5,80.0,0
1,3,10,84.01,57199.4879728105,99.33,1.4650835773120485,26.977220261176566,117.0,2.5,80.0,1
1,3,11,76.05,33411.96659955008,97.58,0.6037216415919673,192.4268754691101,90.5,2.5,80.0,1
1,3,12,80.68,68102.67556488705,96.0,-1.28333105234398,15.525103963010736,23.0,3.5,80.0,1
1,3,13,85.42,92013.43068230916,94.22,-0.5837735838326966,0.0,67.5,7.0,80.0,0
1,3,14,72.52,99271.34897401967,97.05,-0.09696873431158869,0.0,2.0,23.5,80.0,1
1,3,15,80.29,55848.66530736287,97.8,1.4262609614214048,0.0,67.0,37.0,80.0,1
1,3,16,79.78,47251.719272269336,97.36,2.4272085655558935,0.0,65.5,6.0,80.0,1
1,3,17,72.4,22594.156341238235,98.67,2.4472538686432754,0.0,4.5,2.0,80.0,0
1,3,18,100.0,1056.5716393817247,101.44,3.6342367506255187,1642.3556490043686,7.0,0.0,60.0,0
1,3,19,88.31,0.0,99.28,1.6708394582583874,1374.678761368918,4.5,9.0,70.0,0
1,3,20,87.98,2926.8077201708247,99.05,3.7277307431618576,1812.0464507840666,0.0,7.5,60.0,1
1,3,21,92.37,0.0,96.8,2.817798456230548,1211.1896518082183,73.5,2.5,60.0,1
1,3,22,95.54,0.0,94.24,1.3804401816372769,1220.7839949805712,2.0,5.0,60.0,1
1,3,23,100.0,1232.0686727272914,87.44,0.035218665657270234,1722.3702411161253,6.0,3.0,50.0,1
1,4,0,97.37,803.5566495090065,83.02,-0.599794446322996,989.9885187398452,43.5,5.0,40.0,0
1,4,1,98.58,0.0,84.42,1.804364332793794,1616.7678206703035,70.5,6.0,70.0,1
1,4,2,92.7,0.0,81.57,1.2630070813749474,1828.486865825503,7.0,26.5,60.0,1
1,4,3,86.75,493.4567981145111,82.83,2.338880178717192,157.39418051535273,31.5,5.5,70.0,1
1,4,4,92.57,1146.5743423116974,81.69,5.186030642878032,1724.374633007568,45.0,0.0,60.0,0
1,4,5,100.0,2205.6834341367467,83.1,5.187210743449108,1643.0706610891734,18.5,23.5,60.0,1
1,4,6,86.51,0.0,83.58,6.649880368832775,477.7151294939743,55.0,7.5,60.0,0
1,4,7,81.03,568.8197971309827,83.89,8.21820981061164,716.5711344095332,85.5,28.0,70.0,0
1,4,8,94.28,0.0,84.13,8.607667414784112,2110.854980912195,21.0,5.5,60.0,1
1,4,9,96.99,16187.181838375715,87.32,9.58360341068863,1273.1753631209197,0.0,18.0,80.0,0
1,4,10,92.76,35808.99628834094,94.59,11.747215112852903,1639.423282241141,4.5,13.0,80.0,0
1,4,11,100.0,36127.87831154482,91.37,11.019218803212336,2114.5057017734316,88.5,5.0,80.0,1
1,4,12,75.77,66911.68231433157,88.8,9.24576714906447,0.0,16.0,6.5,80.0,1
1,4,13,83.13,59470.845782236895,88.1,9.330950987663012,0.0,0.0,11.0,80.0,0
1,4,14,97.37,56113.741272572275,89.17,9.371769738853287,1533.1859479759162,0.0,39.5,80.0,1
1,4,15,86.68,56096.927026821286,90.52,9.455499455288509,0.0,116.0,48.0,80.0,1
1,4,16,83.62,37455.139555301525,93.18,11.767345870886214,0.0,2.5,4.0,80.0,1
1,4,17,95.26,12710.359330476309,93.46,12.196842479490797,1724.019393959171,1.0,1.0,80.0,1
1,4,18,81.15,3009.464674731782,91.09,10.245800290340059,0.0,0.0,6.0,60.0,1
1,4,19,97.88,1215.233538894167,90.94,9.369662141842992,1363.3685198100732,84.5,44.5,60.0,0
1,4,20,83.17,0.0,89.91,9.27399110346754,0.0,86.0,86.0,60.0,0
1,4,21,73.05,2249.7212356286027,86.76,6.264006896485674,0.0,182.5,22.5,70.0,1
1,4,22,80.9,873.8761466283305,84.62,5.554684274040176,0.0,0.0,0.0,60.0,1
1,4,23,74.04,0.0,85.13,4.05535952741967,28.678106112812788,75.5,4.0,60.0,1
1,5,0,76.1,0.0,83.63,2.1102894859528902,0.0,3.0,7.5,60.0,0
1,5,1,76.32,308.5831708312745,85.0,1.0801277773039024,22.416162651864774,21.0,21.5,60.0,0
1,5,2,81.87,624.8683996780895,84.13,1.5733436459409815,22.66766613769676,72.0,0.0,60.0,1
1,5,3,72.42,0.0,88.81,0.3810128124436952,157.2609998911882,16.5,0.0,60.0,1
1,5,4,100.0,505.19334168934245,89.73,1.239446240973995,1934.4391301638402,15.5,2.0,50.0,1
1,5,5,83.56,0.0,95.99,5.136758837064847,861.3976780931557,76.0,4.0,70.0,0
1,5,6,87.14,0.0,104.63,8.698282190107928,501.6206468302556,18.0,7.5,60.0,1
1,5,7,87.31,3729.9648381695943,104.4,10.48600071689938,763.4352835437104,15.5,30.5,80.0,0
1,5,8,81.19,9240.378821587168,103.76,10.120871737413108,879.0683404061587,87.0,65.5,80.0,1
1,5,9,72.1,31942.38233996108,101.37,10.087285362660293,0.0,157.5,100.0,80.0,1
1,5,10,83.51,57829.2361820492,100.35,10.641489197106845,0.0,183.0,113.5,80.0,1
1,5,11,71.25,113776.5407667034,103.01,13.908100780397266,20.80724194151374,183.5,125.5,80.0,0
1,5,12,79.94,110944.8442223825,106.57,15.242535668901832,11.225055577636569,251.5,104.5,80.0,1
1,5,13,85.81,100226.26004380475,106.06,15.21896188282595,19.08017983485126,187.5,91.0,80.0,1
1,5,14,78.8,94955.34051726035,104.31,15.286346664559604,0.0,0.0,47.0,80.0,1
1,5,15,81.78,48238.6983633439,102.32,14.598768993557247,862.5201296390989,0.0,37.5,80.0,1
1,5,16,85.16,18548.300072726946,99.24,13.80202982453293,621.2778252242458,57.0,0.0,80.0,0
1,5,17,86.97,9365.584834214973,97.0,12.813343327694207,1066.1142151006866,0.0,0.0,80.0,1
1,5,18,81.25,0.0,98.13,12.83558787272515,0.0,1.5,7.0,60.0,0
1,5,19,71.46,0.0,99.17,11.561834570668292,0.0,81.5,30.5,70.0,0
1,5,20,76.34,0.0,95.35,9.288484716538267,0.0,5.5,0.0,50.0,1
1,5,21,75.64,1348.6583695079728,90.68,5.875419273273232,38.93535807881887,0.0,1.5,60.0,1
1,5,22,82.65,1022.7855015434847,89.15,2.8106597191390743,70.73728902371066,2.0,6.0,70.0,0
1,5,23,85.32,795.2333268361448,87.46,0.41519922811074644,0.0,71.0,1.0,50.0,0
1,6,0,86.68,0.0,85.27,-3.267069105351683,30.666755055074514,1.5,0.0,60.0,0
